"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"239","A.J. Dillon","GB","rb","5","@MIN","2.6","0","0","0","0","0","0","0","3.5459","14.3489","0.1008","0.3441","0.2739","1.8505","0.0087","0.0335","0.0168","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Josh Reynolds","LA","wr","9","DAL","4.9","0","0","0","0","0","0","0","0.192","1.1371","0.009","2.8392","1.5751","21.7399","0.1424","0.0351","0.0175","0.0031","13.8957","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Jaeden Graham","ATL","te","10","SEA","3.5","0","0","0","0","0","0","0","0","0","0","1.7738","1.3417","16.041","0.0861","0.0133","0.0067","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Dan Arnold","ARZ","te","8","@SF","3.4","0","0","0","0","0","0","0","0","0","0","1.8763","1.1922","16.2875","0.0852","0.0153","0.0077","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","Kenneth Dixon","NYJ","rb","11","@BUF","2.4","0","0","0","0","0","0","0","2.5093","9.8511","0.0519","0.7036","0.5459","3.6886","0.0226","0.0394","0.0197","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","J.D. McKissic","WAS","rb","8","PHI","2.4","0","0","0","0","0","0","0","0.6339","2.7636","0.0131","1.2349","0.9933","7.1823","0.049","0.015","0.0075","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Mike Boone","MIN","rb","7","GB","2.4","0","0","0","0","0","0","0","2.0235","8.9699","0.0625","0.6574","0.5345","3.6891","0.0261","0.0514","0.0257","0.0016","52.1665","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","Jalen Hurd","SF","wr","11","ARZ","4.7","0","0","0","0","0","0","0","0.3551","2.4793","0.0173","2.4576","1.5753","19.5402","0.1289","0.0189","0.0094","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Tee Higgins","CIN","wr","9","LAC","4.7","0","0","0","0","0","0","0","0","0","0","2.5111","1.6162","21.8916","0.1466","0.0168","0.0084","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Jesse James","DET","te","5","CHI","3.3","0","0","0","0","0","0","0","0","0","0","1.7756","1.3186","13.8529","0.0941","0.0116","0.0058","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","Brian Hill","ATL","rb","10","SEA","2.3","0","0","0","0","0","0","0","2.3899","10.8667","0.0662","0.5066","0.4086","3.0261","0.0167","0.0483","0.0242","0.0016","38.3323","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","Qadree Ollison","ATL","rb","10","SEA","2.3","0","0","0","0","0","0","0","2.0754","8.107","0.2141","0.0934","0.073","0.5369","0.0028","0.0221","0.011","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","Jason Witten","OAK","te","6","@CAR","3.1","0","0","0","0","0","0","0","0","0","0","1.6889","1.3314","11.9913","0.0872","0.0149","0.0074","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","Peyton Barber","WAS","rb","8","PHI","2.1","0","0","0","0","0","0","0","2.4679","8.8014","0.0758","0.4556","0.3632","2.3544","0.0179","0.0186","0.0093","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","Lynn Bowden Jr.","OAK","rb","6","@CAR","2.1","0","0","0","0","0","0","0","2.5547","9.4267","0.0579","0.4727","0.3708","2.9806","0.0165","0.0259","0.0129","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","Patrick Laird","MIA","rb","11","@NE","2","0","0","0","0","0","0","0","1.8918","6.6803","0.0349","0.7642","0.6012","4.0495","0.0228","0.0205","0.0102","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","Foster Moreau","OAK","te","6","@CAR","2.9","0","0","0","0","0","0","0","0","0","0","1.447","1.0946","11.8947","0.0942","0.0106","0.0053","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","Jerick McKinnon","SF","rb","11","ARZ","1.9","0","0","0","0","0","0","0","0.3714","1.5119","0.0107","0.9968","0.8021","5.8507","0.0429","0.0112","0.0056","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","DeeJay Dallas","SEA","rb","6","@ATL","1.9","0","0","0","0","0","0","0","2.0308","7.9528","0.0535","0.4669","0.3805","2.5508","0.0175","0.0214","0.0107","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","Jake Kumerow","GB","wr","5","@MIN","4.3","0","0","0","0","0","0","0","0","0","0","2.518","1.5618","21.7808","0.0939","0.0153","0.0076","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","Jacob Hollister","SEA","te","6","@ATL","2.7","0","0","0","0","0","0","0","0","0","0","1.5064","1.1348","10.4399","0.081","0.01","0.005","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","Kaden Smith","NYG","te","11","PIT","2.7","0","0","0","0","0","0","0","0","0","0","1.5451","1.1262","11.7572","0.0715","0.0166","0.0083","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","Drew Sample","CIN","te","9","LAC","2.7","0","0","0","0","0","0","0","0","0","0","1.3514","1.0112","10.9354","0.0986","0.0101","0.0051","0.0039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Ryan Nall","CHI","rb","11","@DET","1.7","0","0","0","0","0","0","0","2.0361","8.1554","0.0592","0.3398","0.2724","1.9613","0.0119","0.0203","0.0102","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","Phillip Dorsett","SEA","wr","6","@ATL","4.1","0","0","0","0","0","0","0","0.1667","1.025","0.0056","2.039","1.3748","18.1283","0.1166","0.0309","0.0155","0.0027","12.3866","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","Tajae Sharpe","MIN","wr","7","GB","4.1","0","0","0","0","0","0","0","0","0","0","2.3927","1.4578","18.7706","0.1054","0.0318","0.0159","0.0027","12.7158","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","Tyler Johnson","TB","wr","13","@NO","4.1","0","0","0","0","0","0","0","0","0","0","2.5891","1.5939","19.8786","0.0871","0.0165","0.0083","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","Devine Ozigbo","JAX","rb","7","IND","1.6","0","0","0","0","0","0","0","1.3175","5.2813","0.0383","0.5236","0.4137","3.2147","0.0172","0.0154","0.0077","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","Jakobi Meyers","NE","wr","6","MIA","3.9","0","0","0","0","0","0","0","0","0","0","2.2654","1.4402","18.7299","0.0914","0.0137","0.0068","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","Trey Burton","IND","te","7","@JAX","2.5","0","0","0","0","0","0","0","0","0","0","1.4563","1.0627","10.1891","0.07","0.0115","0.0058","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","Kyle Juszczyk","SF","rb","11","ARZ","1.5","0","0","0","0","0","0","0","0","0","0","0.8617","0.7204","5.4306","0.0385","0.0072","0.0036","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","Trayveon Williams","CIN","rb","9","LAC","1.4","0","0","0","0","0","0","0","1.284","4.9354","0.032","0.398","0.3289","2.2879","0.0174","0.0144","0.0072","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","Eno Benjamin","ARZ","rb","8","@SF","1.4","0","0","0","0","0","0","0","1.2177","4.7278","0.0285","0.4914","0.384","2.6337","0.0105","0.0144","0.0072","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Javon Wims","CHI","wr","11","@DET","3.7","0","0","0","0","0","0","0","0","0","0","2.3938","1.3831","17.0387","0.0936","0.0134","0.0067","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","C.J. Ham","MIN","rb","7","GB","1.3","0","0","0","0","0","0","0","0.4328","1.4665","0.0201","0.657","0.5177","3.7528","0.0268","0.0088","0.0044","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","Cameron Brate","TB","te","13","@NO","2.2","0","0","0","0","0","0","0","0","0","0","1.2564","0.9202","8.8764","0.0694","0.0105","0.0053","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","Malcolm Brown","LA","rb","9","DAL","1.2","0","0","0","0","0","0","0","1.6249","5.8921","0.0384","0.2012","0.1622","1.1044","0.0083","0.0125","0.0063","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Elijah Holyfield","PHI","rb","9","@WAS","1.2","0","0","0","0","0","0","0","1.7249","7.2538","0.0564","0.09","0.0707","0.5185","0.0029","0.0157","0.0078","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Jakeem Grant","MIA","wr","11","@NE","3.6","0","0","0","0","0","0","0","0.2945","1.7645","0.009","2.1771","1.4041","14.0812","0.0567","0.0568","0.0284","0.0031","61.9663","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Mitchell Trubisky","CHI","qb","11","@DET","10.7","0","13.9954","21.4061","149.8845","0.8829","0.4633","1.5873","1.8578","11.4789","0.0599","0","0","0","0","0.2654","0.1327","0.0328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","T.J. Yeldon","BUF","rb","11","NYJ","1.1","0","0","0","0","0","0","0","1.7916","6.6668","0.0331","0.1457","0.1168","0.8705","0.0051","0.0203","0.0102","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Dalyn Dawkins","TEN","rb","7","@DEN","1.1","0","0","0","0","0","0","0","1.7494","6.2862","0.0381","0.144","0.1164","0.799","0.0057","0.0342","0.0171","0.002","30.8865","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Dontrell Hilliard","CLV","rb","9","@BLT","1.1","0","0","0","0","0","0","0","0.8704","3.3186","0.0483","0.2998","0.2455","1.8119","0.0082","0.0098","0.0049","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Kelvin Harmon","WAS","wr","8","PHI","3.4","0","0","0","0","0","0","0","0","0","0","1.8013","1.2483","16.5322","0.0859","0.0121","0.006","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Jordan Thomas","HST","te","8","@KC","2","0","0","0","0","0","0","0","0","0","0","1.0952","0.8043","8.7052","0.0461","0.0077","0.0038","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Cole Kmet","CHI","te","11","@DET","2","0","0","0","0","0","0","0","0","0","0","1.1171","0.8149","8.7775","0.0548","0.0082","0.0041","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","Albert Okwuegbunam","DEN","te","8","TEN","1.9","0","0","0","0","0","0","0","0","0","0","1.0744","0.7739","8.3651","0.0506","0.0078","0.0039","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","Buddy Howell","HST","rb","8","@KC","0.9","0","0","0","0","0","0","0","1.4282","5.4271","0.0273","0.138","0.1108","0.7987","0.0041","0.0134","0.0067","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Kalen Ballage","MIA","rb","11","@NE","0.9","0","0","0","0","0","0","0","0.7094","2.4403","0.0219","0.3366","0.2747","1.9355","0.011","0.0077","0.0038","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Hakeem Butler","ARZ","wr","8","@SF","3.3","0","0","0","0","0","0","0","0.0691","0.4565","0.0021","2.0012","1.146","16.1064","0.0722","0.0124","0.0062","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Maxx Williams","ARZ","te","8","@SF","1.8","0","0","0","0","0","0","0","0","0","0","0.9864","0.7704","7.9673","0.0364","0.0072","0.0036","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","James O'Shaughnessy","JAX","te","7","IND","1.8","0","0","0","0","0","0","0","0","0","0","1.0448","0.7948","7.3167","0.0495","0.0073","0.0037","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","James Develin","NE","rb","6","MIA","0.8","0","0","0","0","0","0","0","0.2757","0.914","0.0388","0.3236","0.2484","1.5547","0.0108","0.0048","0.0024","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Taiwan Jones","BUF","rb","11","NYJ","0.8","0","0","0","0","0","0","0","1.1942","4.3365","0.0192","0","0","0","0","0.0778","0.0389","0.0006","79.5731","0.0388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Kerrith Whyte Jr.","PIT","rb","8","@NYG","0.8","0","0","0","0","0","0","0","1.1029","4.3377","0.0225","0.0842","0.0659","0.4872","0.0029","0.0285","0.0143","0.0007","30.9601","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Matt LaCosse","NE","te","6","MIA","1.7","0","0","0","0","0","0","0","0","0","0","0.9709","0.722","6.835","0.0417","0.0065","0.0033","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Adam Trautman","NO","te","6","TB","1.7","0","0","0","0","0","0","0","0","0","0","0.8786","0.6491","7.1585","0.0522","0.0066","0.0033","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Mike Davis","CAR","rb","13","OAK","0.7","0","0","0","0","0","0","0","1.0707","3.9219","0.0282","0.0799","0.0642","0.4395","0.0029","0.0074","0.0037","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Andy Janovich","CLV","rb","9","@BLT","0.7","0","0","0","0","0","0","0","0.2016","0.7238","0.0163","0.3371","0.2723","1.8077","0.0087","0.0045","0.0022","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Josh Adams","NYJ","rb","11","@BUF","0.7","0","0","0","0","0","0","0","1.4766","5.6375","0.0231","0","0","0","0","0.0124","0.0062","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","Kalif Raymond","TEN","wr","7","@DEN","3","0","0","0","0","0","0","0","0","0","0","1.4569","0.9342","13.7475","0.0903","0.0349","0.0174","0.0032","15.8291","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Chris Manhertz","CAR","te","13","OAK","1.6","0","0","0","0","0","0","0","0","0","0","0.835","0.6071","6.7263","0.047","0.0061","0.003","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Durham Smythe","MIA","te","11","@NE","1.6","0","0","0","0","0","0","0","0","0","0","0.979","0.666","6.9376","0.041","0.0065","0.0032","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Dalton Schultz","DAL","te","10","@LA","1.6","0","0","0","0","0","0","0","0","0","0","0.9069","0.6546","7.0892","0.0419","0.0063","0.0032","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Elijhaa Penny","NYG","rb","11","PIT","0.6","0","0","0","0","0","0","0","0.4394","1.4176","0.0121","0.1566","0.1246","0.8946","0.0052","0.049","0.0245","0.0002","75.1499","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","Ty Johnson","DET","rb","5","CHI","0.6","0","0","0","0","0","0","0","0.0225","0.0956","0.0004","0.3465","0.2794","1.9137","0.0135","0.0322","0.0161","0.0003","47.9483","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","Trenton Cannon","NYJ","rb","11","@BUF","0.6","0","0","0","0","0","0","0","0","0","0","0.314","0.2448","1.7717","0.0105","0.0335","0.0167","0.0002","52.1007","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","Wayne Gallman","NYG","rb","11","PIT","0.5","0","0","0","0","0","0","0","1.183","3.7499","0.0259","0","0","0","0","0.011","0.0055","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Darrel Williams","KC","rb","10","HST","0.5","0","0","0","0","0","0","0","0.2031","0.7803","0.0099","0.1728","0.1433","1.2854","0.0082","0.0034","0.0017","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Jordan Scarlett","CAR","rb","13","OAK","0.5","0","0","0","0","0","0","0","0.4404","1.7923","0.0138","0.1611","0.1288","0.9427","0.0057","0.0051","0.0026","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Tyler Kroft","BUF","te","11","NYJ","1.4","0","0","0","0","0","0","0","0","0","0","0.8229","0.5677","5.7455","0.0394","0.0055","0.0027","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Anthony Sherman","KC","rb","10","HST","0.4","0","0","0","0","0","0","0","0.2031","0.7365","0.0059","0.1728","0.143","0.9746","0.0083","0.0032","0.0016","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Alex Armah","CAR","rb","13","OAK","0.4","0","0","0","0","0","0","0","0.3303","1.1189","0.0379","0","0","0","0","0.0028","0.0014","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Jordan Wilkins","IND","rb","7","@JAX","0.4","0","0","0","0","0","0","0","0.4778","2.51","0.0171","0","0","0","0","0.0032","0.0016","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Rodney Anderson","CIN","rb","9","LAC","0.4","0","0","0","0","0","0","0","0.4407","1.7076","0.0113","0.078","0.0639","0.4607","0.0037","0.0045","0.0022","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Devin Duvernay","BLT","wr","8","CLV","2.8","0","0","0","0","0","0","0","0","0","0","1.6811","1.0828","12.6518","0.0776","0.0112","0.0056","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Virgil Green","LAC","te","10","@CIN","1.3","0","0","0","0","0","0","0","0","0","0","0.7754","0.5863","6.0026","0.0236","0.0071","0.0036","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Ross Dwelley","SF","te","11","ARZ","1.3","0","0","0","0","0","0","0","0","0","0","0.6859","0.5206","4.7853","0.0421","0.005","0.0025","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Brycen Hopkins","LA","te","9","DAL","1.3","0","0","0","0","0","0","0","0","0","0","0.7034","0.5038","5.5606","0.0307","0.0051","0.0025","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Keith Smith","ATL","rb","10","SEA","0.3","0","0","0","0","0","0","0","0.2075","0.7798","0.0048","0.0934","0.0757","0.5109","0.0031","0.0025","0.0013","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Karan Higdon","HST","rb","8","@KC","0.3","0","0","0","0","0","0","0","0.5356","2.0622","0.0111","0","0","0","0","0.0046","0.0023","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
